2019-06-05 10:14:41,989 p=7080 u=mistral |  ansible-playbook-2 2.7.10
                "192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane", 
                "", 
                "172.16.2.58 lab-computehci-0.localdomain lab-computehci-0", 
                "172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage", 
                "172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt", 
                "172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi", 
                "172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant", 
                "192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane", 
                "'", 
                "+ '[' '!' -z '192.168.24.23  overcloud.ctlplane.localdomain", 
                "172.16.1.23  overcloud.storage.localdomain", 
                "172.16.3.69  overcloud.storagemgmt.localdomain", 
                "172.16.2.226  overcloud.internalapi.localdomain", 
                "10.0.0.108  overcloud.localdomain", 
                "172.16.2.23 lab-controller-0.localdomain lab-controller-0", 
                "172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage", 
                "172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt", 
                "172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi", 
                "172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant", 
                "10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external", 
                "192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane", 
                "", 
                "172.16.2.58 lab-computehci-0.localdomain lab-computehci-0", 
                "172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage", 
                "172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt", 
                "172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi", 
                "172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant", 
                "192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane", 
                "' ']'", 
                "+ for tmpl in '/etc/cloud/templates/hosts.*.tmpl'", 
                "+ write_entries /etc/cloud/templates/hosts.debian.tmpl '192.168.24.23  overcloud.ctlplane.localdomain", 
                "172.16.1.23  overcloud.storage.localdomain", 
                "172.16.3.69  overcloud.storagemgmt.localdomain", 
                "172.16.2.226  overcloud.internalapi.localdomain", 
                "10.0.0.108  overcloud.localdomain", 
                "172.16.2.23 lab-controller-0.localdomain lab-controller-0", 
                "172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage", 
                "172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt", 
                "172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi", 
                "172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant", 
                "10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external", 
                "192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane", 
                "", 
                "172.16.2.58 lab-computehci-0.localdomain lab-computehci-0", 
                "172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage", 
                "172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt", 
                "172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi", 
                "172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant", 
                "192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane", 
                "'", 
                "+ local file=/etc/cloud/templates/hosts.debian.tmpl", 
                "+ local 'entries=192.168.24.23  overcloud.ctlplane.localdomain", 
                "172.16.1.23  overcloud.storage.localdomain", 
                "172.16.3.69  overcloud.storagemgmt.localdomain", 
                "172.16.2.226  overcloud.internalapi.localdomain", 
                "10.0.0.108  overcloud.localdomain", 
                "172.16.2.23 lab-controller-0.localdomain lab-controller-0", 
                "172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage", 
                "172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt", 
                "172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi", 
                "172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant", 
                "10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external", 
                "192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane", 
                "", 
                "172.16.2.58 lab-computehci-0.localdomain lab-computehci-0", 
                "172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage", 
                "172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt", 
                "172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi", 
                "172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant", 
                "192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane", 
                "'", 
                "+ '[' '!' -f /etc/cloud/templates/hosts.debian.tmpl ']'", 
                "+ grep -q '^# HEAT_HOSTS_START' /etc/cloud/templates/hosts.debian.tmpl", 
                "++ hostname -s", 
                "+ sed -i /lab-controller-0/d /etc/cloud/templates/hosts.debian.tmpl", 
                "+ echo -ne '\\n# HEAT_HOSTS_START - Do not edit manually within this section!\\n'", 
                "+ echo '192.168.24.23  overcloud.ctlplane.localdomain", 
                "172.16.1.23  overcloud.storage.localdomain", 
                "172.16.3.69  overcloud.storagemgmt.localdomain", 
                "172.16.2.226  overcloud.internalapi.localdomain", 
                "10.0.0.108  overcloud.localdomain", 
                "172.16.2.23 lab-controller-0.localdomain lab-controller-0", 
                "172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage", 
                "172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt", 
                "172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi", 
                "172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant", 
                "10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external", 
                "192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane", 
                "", 
                "172.16.2.58 lab-computehci-0.localdomain lab-computehci-0", 
                "172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage", 
                "172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt", 
                "172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi", 
                "172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant", 
                "192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane", 
                "'", 
                "+ echo -ne '# HEAT_HOSTS_END\\n\\n'", 
                "+ for tmpl in '/etc/cloud/templates/hosts.*.tmpl'", 
                "+ write_entries /etc/cloud/templates/hosts.freebsd.tmpl '192.168.24.23  overcloud.ctlplane.localdomain", 
                "172.16.1.23  overcloud.storage.localdomain", 
                "172.16.3.69  overcloud.storagemgmt.localdomain", 
                "172.16.2.226  overcloud.internalapi.localdomain", 
                "10.0.0.108  overcloud.localdomain", 
                "172.16.2.23 lab-controller-0.localdomain lab-controller-0", 
                "172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage", 
                "172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt", 
                "172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi", 
                "172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant", 
                "10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external", 
                "192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane", 
                "", 
                "172.16.2.58 lab-computehci-0.localdomain lab-computehci-0", 
                "172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage", 
                "172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt", 
                "172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi", 
                "172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant", 
                "192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane", 
                "'", 
                "+ local file=/etc/cloud/templates/hosts.freebsd.tmpl", 
                "+ local 'entries=192.168.24.23  overcloud.ctlplane.localdomain", 
                "172.16.1.23  overcloud.storage.localdomain", 
                "172.16.3.69  overcloud.storagemgmt.localdomain", 
                "172.16.2.226  overcloud.internalapi.localdomain", 
                "10.0.0.108  overcloud.localdomain", 
                "172.16.2.23 lab-controller-0.localdomain lab-controller-0", 
                "172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage", 
                "172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt", 
                "172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi", 
                "172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant", 
                "10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external", 
                "192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane", 
                "", 
                "172.16.2.58 lab-computehci-0.localdomain lab-computehci-0", 
                "172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage", 
                "172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt", 
                "172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi", 
                "172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant", 
                "192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane", 
                "'", 
                "+ '[' '!' -f /etc/cloud/templates/hosts.freebsd.tmpl ']'", 
                "+ grep -q '^# HEAT_HOSTS_START' /etc/cloud/templates/hosts.freebsd.tmpl", 
                "++ hostname -s", 
                "+ sed -i /lab-controller-0/d /etc/cloud/templates/hosts.freebsd.tmpl", 
                "+ echo -ne '\\n# HEAT_HOSTS_START - Do not edit manually within this section!\\n'", 
                "+ echo '192.168.24.23  overcloud.ctlplane.localdomain", 
                "172.16.1.23  overcloud.storage.localdomain", 
                "172.16.3.69  overcloud.storagemgmt.localdomain", 
                "172.16.2.226  overcloud.internalapi.localdomain", 
                "10.0.0.108  overcloud.localdomain", 
                "172.16.2.23 lab-controller-0.localdomain lab-controller-0", 
                "172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage", 
                "172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt", 
                "172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi", 
                "172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant", 
                "10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external", 
                "192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane", 
                "", 
                "172.16.2.58 lab-computehci-0.localdomain lab-computehci-0", 
                "172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage", 
                "172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt", 
                "172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi", 
                "172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant", 
                "192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane", 
                "'", 
                "+ echo -ne '# HEAT_HOSTS_END\\n\\n'", 
                "+ for tmpl in '/etc/cloud/templates/hosts.*.tmpl'", 
                "+ write_entries /etc/cloud/templates/hosts.redhat.tmpl '192.168.24.23  overcloud.ctlplane.localdomain", 
                "172.16.1.23  overcloud.storage.localdomain", 
                "172.16.3.69  overcloud.storagemgmt.localdomain", 
                "172.16.2.226  overcloud.internalapi.localdomain", 
                "10.0.0.108  overcloud.localdomain", 
                "172.16.2.23 lab-controller-0.localdomain lab-controller-0", 
                "172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage", 
                "172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt", 
                "172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi", 
                "172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant", 
                "10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external", 
                "192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane", 
                "", 
                "172.16.2.58 lab-computehci-0.localdomain lab-computehci-0", 
                "172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage", 
                "172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt", 
                "172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi", 
                "172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant", 
                "192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane", 
                "'", 
                "+ local file=/etc/cloud/templates/hosts.redhat.tmpl", 
                "+ local 'entries=192.168.24.23  overcloud.ctlplane.localdomain", 
                "172.16.1.23  overcloud.storage.localdomain", 
                "172.16.3.69  overcloud.storagemgmt.localdomain", 
                "172.16.2.226  overcloud.internalapi.localdomain", 
                "10.0.0.108  overcloud.localdomain", 
                "172.16.2.23 lab-controller-0.localdomain lab-controller-0", 
                "172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage", 
                "172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt", 
                "172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi", 
                "172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant", 
                "10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external", 
                "192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane", 
                "", 
                "172.16.2.58 lab-computehci-0.localdomain lab-computehci-0", 
                "172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage", 
                "172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt", 
                "172.16.2.58 lab-computehci-0.internalapi.localdomain lab-computehci-0.internalapi", 
                "172.16.0.165 lab-computehci-0.tenant.localdomain lab-computehci-0.tenant", 
                "192.168.24.6 lab-computehci-0.ctlplane.localdomain lab-computehci-0.ctlplane", 
                "'", 
                "+ '[' '!' -f /etc/cloud/templates/hosts.redhat.tmpl ']'", 
                "+ grep -q '^# HEAT_HOSTS_START' /etc/cloud/templates/hosts.redhat.tmpl", 
                "++ hostname -s", 
                "+ sed -i /lab-controller-0/d /etc/cloud/templates/hosts.redhat.tmpl", 
                "+ echo -ne '\\n# HEAT_HOSTS_START - Do not edit manually within this section!\\n'", 
                "+ echo '192.168.24.23  overcloud.ctlplane.localdomain", 
                "172.16.1.23  overcloud.storage.localdomain", 
                "172.16.3.69  overcloud.storagemgmt.localdomain", 
                "172.16.2.226  overcloud.internalapi.localdomain", 
                "10.0.0.108  overcloud.localdomain", 
                "172.16.2.23 lab-controller-0.localdomain lab-controller-0", 
                "172.16.1.48 lab-controller-0.storage.localdomain lab-controller-0.storage", 
                "172.16.3.217 lab-controller-0.storagemgmt.localdomain lab-controller-0.storagemgmt", 
                "172.16.2.23 lab-controller-0.internalapi.localdomain lab-controller-0.internalapi", 
                "172.16.0.175 lab-controller-0.tenant.localdomain lab-controller-0.tenant", 
                "10.0.0.231 lab-controller-0.external.localdomain lab-controller-0.external", 
                "192.168.24.22 lab-controller-0.ctlplane.localdomain lab-controller-0.ctlplane", 
                "", 
                "172.16.2.58 lab-computehci-0.localdomain lab-computehci-0", 
                "172.16.1.211 lab-computehci-0.storage.localdomain lab-computehci-0.storage", 
                "172.16.3.13 lab-computehci-0.storagemgmt.localdomain lab-computehci-0.storagemgmt", 
